ID,YEAR_INSTALLED,FAILURE_STATE,Altitude (m),HQ_ADDRESS_ZIP,PIPE - 1 DIA,PIPE - 2 DIA,Service Time(Years),FITTING_MATERIAL_TEXT,PIPE - 1 MATERIAL,PIPE - 2 MATERIAL,MF_INVOLVED_TEXT,MF_TYPE_TEXT,LEAK_LOCATION_A_TEXT,LEAK_LOCATION_B_TEXT,LEAK_LOCATION_C_TEXT,MANUFACTURE,CAUSE OF LEAK,LEAK_OCCURRED_TEXT
36417,1966,MI,"302 
",49201,1,0.25,48,STEEL,COPPER,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
4914,1969,NY,"93 
",10965,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
11820,1968,MI,"302 
",49201,1,0.5,48,STEEL,STEEL,PLASTIC,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EXCAVATION DAMAGE,LEAKED THROUGH SEAL
43647,1966,ND,"271 
",55402,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
58225,1963,TN,"110 
",38302,1,8,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,UNAVAILABLE,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
28184,1967,NY,"93 
",10965,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
758,1969,OH,"223 
",43215,1,8,48,STEEL,STEEL,PLASTIC,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
28266,1967,NY,"93 
",10965,0.75,8,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
44926,1965,MI,"302 
",49201,1,0.5,48,BRASS,COPPER,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
52052,1964,MI,"302 
",49201,1,0.25,48,STEEL,COPPER,COPPER,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,PULLED OUT
42902,1966,WI,"190 
",53203,0.75,8,48,BRASS,COPPER,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
9347,1969,VA,"25 
",20080,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
29843,1967,CO,"1593 
",80202,1,0.25,48,STEEL,PLASTIC,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
12830,1968,MO,"160 
",63101,1,0.25,48,STEEL,COPPER,COPPER,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
45107,1965,MI,"302 
",49201,1,0.5,48,STEEL,COPPER,COPPER,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
9585,1969,VA,"25 
",20080,0.75,6,48,STEEL,STEEL,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
46706,1965,MN,"63 
",77002,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,NORMAC (NORTON MCMURRAY),EQUIPMENT,LEAKED THROUGH SEAL
26031,1967,MI,"302 
",49201,1,8,48,BRASS,COPPER,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
50482,1965,MN,"271 
",55402,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
44580,1965,NY,"21 
",10003,0.75,6,48,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
61172,1963,MI,"183 
",48060,0.75,8,48,STEEL,DUCTILE IRON,DUCTILE IRON,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,DRESSER,OTHER,LEAKED THROUGH SEAL
50519,1965,MA,"69 
",2720,0.75,8,48,STEEL,STEEL,STEEL,BOLTED,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,OTHER,NATURAL FORCES,LEAKED THROUGH SEAL
2043,1969,TX,"11 
",78415,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EXCAVATION DAMAGE,PULLED OUT
28081,1967,IN,"195 
",46410,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,CORROSION,LEAKED THROUGH BODY
24314,1968,MN,"271 
",55402,1,8,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
34532,1967,WI,"190 
",53203,1,0.25,48,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
487,1969,OH,"175 
",45202,1,0.25,48,STEEL,PLASTIC,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),EQUIPMENT,LEAKED THROUGH SEAL
44910,1965,MI,"302 
",49201,1,0.5,48,BRASS,COPPER,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
757,1969,OH,"223 
",43215,1,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
6967,1969,CT,"63 
",6477,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
12793,1968,MO,"160 
",63101,0.75,6,48,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,MAIN-TO-MAIN,OTHER,OTHER OUTSIDE FORCE DAMAGE,LEAKED THROUGH BODY
49803,1965,VA,"9 
",23464,1,0.25,48,STEEL,STEEL,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
24309,1968,MN,"271 
",55402,0.75,8,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
377,1969,MA,"90 
",1581,0.75,6,48,STEEL,STEEL,STEEL,BOLTED,OTHER,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",OTHER,LEAKED THROUGH SEAL
28954,1967,PA,"326 
",15212,0.75,8,48,PLASTIC,PLASTIC,PLASTIC,BOLTED,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
51996,1964,MI,"302 
",49201,1,0.25,48,STEEL,COPPER,STEEL,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
36511,1966,MI,"302 
",49201,1,0.25,48,BRASS,COPPER,COPPER,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,METER SET,MUELLER,EQUIPMENT,LEAKED THROUGH SEAL
39029,1966,NY,"93 
",10965,0.75,6,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH BODY
42,1970,AL,"172 
",35630,1,0.25,48,COMBINATION PLASTIC AND STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,PULLED OUT
50004,1965,WI,"190 
",53203,0.75,8,48,STEEL,STEEL,STEEL,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
12097,1968,MI,"302 
",49201,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
52487,1964,NM,"1632 
",87109,1,0.25,48,STEEL,PLASTIC,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
25673,1967,MI,"302 
",49201,1,0.5,48,COMBINATION PLASTIC AND STEEL,COPPER,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,PULLED OUT
61969,1963,MN,"256 
",55401,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNAVAILABLE,INCORRECT OPERATION,LEAKED THROUGH SEAL
57810,1963,MI,"302 
",49201,1,0.5,48,BRASS,COPPER,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
55030,1964,CO,"1593 
",80202,1,0.25,48,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
58693,1963,WY,"1304 
",84145,1,0.25,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,NATURAL FORCES,LEAKED THROUGH SEAL
37573,1966,KY,"142 
",40202,0.75,8,48,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,PULLED OUT
14463,1968,CA,"128 
",94583,1,0.5,48,PLASTIC,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
704,1969,OH,"223 
",43215,0.75,8,48,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
35286,1966,MA,"319 
",1201,0.75,8,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,MUELLER,NATURAL FORCES,LEAKED THROUGH SEAL
61990,1963,MN,"256 
",55401,0.75,8,48,STEEL,STEEL,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,EQUIPMENT,LEAKED THROUGH SEAL
51957,1964,MI,"302 
",49201,1,0.25,48,PLASTIC,STEEL,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
9593,1969,MD,"25 
",20080,1,0.25,48,STEEL,PLASTIC,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
26598,1967,LA,"28 
",70805,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,OTHER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
39054,1966,NY,"93 
",10965,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
43028,1966,WI,"190 
",53203,0.75,8,48,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,AMP (AMP FIT),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
3021,1969,TN,"99 
",38101,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH BODY
50022,1965,WI,"190 
",53203,0.75,8,48,BRASS,COPPER,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
28091,1967,MI,"270 
",54701,1,0.25,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
5296,1969,CA,"128 
",94583,1,0.25,48,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,AMP (AMP FIT),CORROSION,LEAKED THROUGH SEAL
284,1969,LA,"63 
",77002,1,0.25,48,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),EQUIPMENT,LEAKED THROUGH SEAL
57383,1963,NY,"21 
",10003,0.75,6,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,DRESSER,EQUIPMENT,LEAKED THROUGH SEAL
47538,1965,NY,"93 
",10965,1,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
30057,1967,NH,"109 
",3053,1,0.25,48,STEEL,STEEL,STEEL,BOLTED,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
59679,1963,WI,"270 
",54701,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,DRESSER,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
52677,1964,MO,"157 
",63108,1,0.25,48,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,LEAKED THROUGH SEAL
7488,1969,PA,"124 
",19612,1,0.5,48,STEEL,COPPER,COPPER,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",NATURAL FORCES,LEAKED THROUGH BODY
56675,1964,IL,"147 
",61602,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,OTHER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
54600,1964,IL,"192 
",60601,0.75,8,48,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
55795,1964,VA,"264 
",24112,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
11975,1968,MI,"302 
",49201,1,0.5,48,BRASS,COPPER,PLASTIC,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
45098,1965,MI,"302 
",49201,1,0.25,48,STEEL,STEEL,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
4879,1969,NY,"93 
",10965,1,0.25,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,TAPPING TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
18004,1968,MD,"25 
",20080,1,0.25,48,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
29684,1967,NC,"208 
",28210,1,0.5,48,PLASTIC,STEEL,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
2809,1969,MO,"160 
",63101,1,0.5,48,STEEL,COPPER,COPPER,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
38564,1966,OH,"255 
",43055,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
54937,1964,NC,"208 
",28210,1,0.25,48,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,TRANSITION FITTING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
12667,1968,MO,"160 
",63101,1,0.5,48,STEEL,COPPER,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,EXCAVATION DAMAGE,PULLED OUT
31457,1967,MD,"25 
",20080,1,0.25,48,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
50617,1965,IL,"147 
",61602,0.75,8,48,STEEL,STEEL,STEEL,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
795,1969,OH,"223 
",43215,0.75,8,48,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
58683,1963,WY,"1304 
",84145,1,0.25,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNAVAILABLE,NATURAL FORCES,LEAKED THROUGH SEAL
7588,1969,KY,"175 
",45202,0.75,8,48,BRASS,COPPER,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
35041,1967,MA,"69 
",2720,0.75,8,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,MUELLER,NATURAL FORCES,LEAKED THROUGH SEAL
26608,1967,LA,"28 
",70805,0.75,6,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
45371,1965,NJ,"95 
",7922,0.75,6,48,STEEL,STEEL,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,INNER-TITE,EQUIPMENT,LEAKED THROUGH SEAL
61173,1963,MI,"183 
",48060,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
11746,1968,MI,"302 
",49201,1,0.25,48,BRASS,COPPER,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
28250,1967,NY,"93 
",10965,1,8,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
38038,1966,MN,"63 
",77002,1,0.5,48,STEEL,COPPER,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,CHICAGO,INCORRECT OPERATION,LEAKED THROUGH SEAL
34541,1967,WI,"190 
",53203,1,0.25,48,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
36425,1966,MI,"302 
",49201,1,0.25,48,BRASS,COPPER,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,MUELLER,EQUIPMENT,LEAKED THROUGH SEAL
36572,1966,MI,"302 
",49201,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
16327,1968,VA,"8 
",23452,0.75,8,48,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
25951,1967,MI,"302 
",49201,0.75,8,48,BRASS,COPPER,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,PULLED OUT
1943,1969,MI,"302 
",49201,1,0.25,48,STEEL,STEEL,STEEL,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
7452,1969,PA,"124 
",19612,1,0.5,48,BRASS,COPPER,COPPER,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH BODY
7546,1969,PA,"124 
",19612,1,0.25,48,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,OTHER,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
45951,1965,MO,"160 
",63101,1,0.25,48,STEEL,COPPER,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
10900,1968,OH,"223 
",43215,0.75,8,48,STEEL,PLASTIC,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,TELSCO,CORROSION,LEAKED THROUGH BODY
16302,1968,VA,"8 
",23452,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,TRANSITION FITTING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
16254,1968,NY,"244 
",18840,1,0.25,48,STEEL,STEEL,STEEL,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
34521,1967,WI,"190 
",53203,1,8,48,BRASS,PLASTIC,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),MATERIAL OR WELDS/FUSIONS,PULLED OUT
